Sno,SICK_id,Premise,Hypothesis,Modifier,Premise/Hypothesis/Both,Part of Premise/Hypothesis Modified,Modifier Type,"Ground Truth 
(Total 7 Entailment Relations but also Includes multiple labels for some premise, hypothesis )","CompressedGT
(FE, RE, Neutral & Contradiction)"
577,211,everyone of two dogs are playing by a tree,two dogs are playing by a plant,everyone of,Premise,Subject,Universal,FE,FE
578,211,two dogs are playing by a tree,everyone of two dogs are playing by a plant,everyone of,Hypothesis,Subject,Universal,Neutral,Neutral
579,211,everyone of two dogs are playing by a tree,everyone of two dogs are playing by a plant,everyone of,Both,Subject,Universal,FE,FE
580,211,no two dogs are playing by a tree,two dogs are playing by a plant,no,Premise,Subject,Negation,Neutral,Neutral
581,211,two dogs are playing by a tree,no two dogs are playing by a plant,no,Hypothesis,Subject,Negation,Negation,Contradiction
582,211,no two dogs are playing by a tree,no two dogs are playing by a plant,no,Both,Subject,Negation,RE,RE
583,211,two green dogs are playing by a tree,two dogs are playing by a plant,green,Premise,Subject,Adjectives/Adverbs,FE,FE
584,211,two dogs are playing by a tree,two green dogs are playing by a plant,green,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
585,211,two green dogs are playing by a tree,two green dogs are playing by a plant,green,Both,Subject,Adjectives/Adverbs,FE,FE
586,211,two happy dogs are playing by a tree,two dogs are playing by a plant,happy,Premise,Subject,Adjectives/Adverbs,FE,FE
587,211,two dogs are playing by a tree,two happy dogs are playing by a plant,happy,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
588,211,two happy dogs are playing by a tree,two happy dogs are playing by a plant,happy,Both,Subject,Adjectives/Adverbs,FE,FE
589,211,two sad dogs are playing by a tree,two dogs are playing by a plant,sad,Premise,Subject,Adjectives/Adverbs,FE,FE
590,211,two dogs are playing by a tree,two sad dogs are playing by a plant,sad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
591,211,two sad dogs are playing by a tree,two sad dogs are playing by a plant,sad,Both,Subject,Adjectives/Adverbs,FE,FE
592,211,two good dogs are playing by a tree,two dogs are playing by a plant,good,Premise,Subject,Adjectives/Adverbs,FE,FE
593,211,two dogs are playing by a tree,two good dogs are playing by a plant,good,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
594,211,two good dogs are playing by a tree,two good dogs are playing by a plant,good,Both,Subject,Adjectives/Adverbs,FE,FE
595,211,two bad dogs are playing by a tree,two dogs are playing by a plant,bad,Premise,Subject,Adjectives/Adverbs,FE,FE
596,211,two dogs are playing by a tree,two bad dogs are playing by a plant,bad,Hypothesis,Subject,Adjectives/Adverbs,Neutral,Neutral
597,211,two bad dogs are playing by a tree,two bad dogs are playing by a plant,bad,Both,Subject,Adjectives/Adverbs,FE,FE
599,211,two dogs are not playing by a tree,two dogs are playing by a plant,not,Premise,Verb,Negation,Neutral,Neutral
600,211,two dogs are playing by a tree,two dogs are not playing by a plant,not,Hypothesis,Verb,Negation,Negation|Alternation,Contradiction
601,211,two dogs are not playing by a tree,two dogs are not playing by a plant,not,Both,Verb,Negation,RE,RE
602,211,two dogs are abnormally playing by a tree,two dogs are playing by a plant,abnormally,Premise,Verb,Adjectives/Adverbs,FE,FE
603,211,two dogs are playing by a tree,two dogs are abnormally playing by a plant,abnormally,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
604,211,two dogs are abnormally playing by a tree,two dogs are abnormally playing by a plant,abnormally,Both,Verb,Adjectives/Adverbs,FE,FE
605,211,two dogs are elegantly playing by a tree,two dogs are playing by a plant,elegantly,Premise,Verb,Adjectives/Adverbs,FE,FE
606,211,two dogs are playing by a tree,two dogs are elegantly playing by a plant,elegantly,Hypothesis,Verb,Adjectives/Adverbs,Neutral,Neutral
607,211,two dogs are elegantly playing by a tree,two dogs are elegantly playing by a plant,elegantly,Both,Verb,Adjectives/Adverbs,FE,FE
608,211,two dogs are always playing by a tree,two dogs are playing by a plant,always,Premise,Verb,Universal,FE,FE
609,211,two dogs are playing by a tree,two dogs are always playing by a plant,always,Hypothesis,Verb,Universal,FE,FE
610,211,two dogs are always playing by a tree,two dogs are always playing by a plant,always,Both,Verb,Universal,FE,FE
611,211,two dogs are never playing by a tree,two dogs are playing by a plant,never,Premise,Verb,Universal,Neutral,Neutral
612,211,two dogs are playing by a tree,two dogs are never playing by a plant,never,Hypothesis,Verb,Universal,Negation|Alternation,Contradiction
613,211,two dogs are never playing by a tree,two dogs are never playing by a plant,never,Both,Verb,Universal,Neutral,Neutral
615,211,Two dogs are playing by a good tree,"Two dogs are playing by a plant
",good,Premise,Object,Adjectives/Adverbs,FE,FE
616,211,Two dogs are playing by a tree,Two dogs are playing by a good plant,good,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
617,211,Two dogs are playing by a good tree,Two dogs are playing by a good plant,good,Both,Object,Adjectives/Adverbs,FE,FE
618,211,Two dogs are playing by all but one tree,"Two dogs are playing by a plant
",all but one,Premise,Object,Existential,FE,FE
619,211,Two dogs are playing by a tree,Two dogs are playing by all but one plant,all but one,Hypothesis,Object,Existential,Neutral,Neutral
620,211,Two dogs are playing by all but one tree,Two dogs are playing by all but one plant,all but one,Both,Object,Existential,Neutral,Neutral
621,211,Two dogs are playing by a tree,Two dogs are playing by no plant,no,Hypothesis,Object,Negation,Negation|Alternation,Contradiction
622,211,Two dogs are playing by no tree,Two dogs are playing by no plant,no,Both,Object,Negation,RE,RE
623,211,Two dogs are playing by every tree,"Two dogs are playing by a plant
",every,Premise,Object,Universal,FE,FE
624,211,Two dogs are playing by a tree,Two dogs are playing by every plant,every,Hypothesis,Object,Universal,RE,RE
625,211,Two dogs are playing by every tree,Two dogs are playing by every plant,every,Both,Object,Universal,RE,RE
626,211,Two dogs are playing by a bad tree,"Two dogs are playing by a plant
",bad,Premise,Object,Adjectives/Adverbs,FE,FE
627,211,Two dogs are playing by a tree,Two dogs are playing by a bad plant,bad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
628,211,Two dogs are playing by a bad tree,Two dogs are playing by a bad plant,bad,Both,Object,Adjectives/Adverbs,FE,FE
629,211,Two dogs are playing by a green tree,"Two dogs are playing by a plant
",green,Premise,Object,Adjectives/Adverbs,FE,FE
630,211,Two dogs are playing by a tree,Two dogs are playing by a green plant,green,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
631,211,Two dogs are playing by a green tree,Two dogs are playing by a green plant,green,Both,Object,Adjectives/Adverbs,FE,FE
632,211,Two dogs are playing by a happy tree,"Two dogs are playing by a plant
",happy,Premise,Object,Adjectives/Adverbs,FE,FE
633,211,Two dogs are playing by a tree,Two dogs are playing by a happy plant,happy,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
634,211,Two dogs are playing by a happy tree,Two dogs are playing by a happy plant,happy,Both,Object,Adjectives/Adverbs,FE,FE
635,211,Two dogs are playing by a an abnormal tree,"Two dogs are playing by a plant
",an abnormal,Premise,Object,Adjectives/Adverbs,FE,FE
636,211,Two dogs are playing by a tree,Two dogs are playing by a an abnormal plant,an abnormal,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
637,211,Two dogs are playing by a an abnormal tree,Two dogs are playing by a an abnormal plant,an abnormal,Both,Object,Adjectives/Adverbs,FE,FE
638,211,Two dogs are playing by a sad tree,"Two dogs are playing by a plant
",sad,Premise,Object,Adjectives/Adverbs,FE,FE
639,211,Two dogs are playing by a tree,Two dogs are playing by a sad plant,sad,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
640,211,Two dogs are playing by a sad tree,Two dogs are playing by a sad plant,sad,Both,Object,Adjectives/Adverbs,FE,FE
641,211,Two dogs are playing by no tree,"Two dogs are playing by a plant
",no,Premise,Object,Negation,Neutral,Neutral
642,211,Two dogs are playing by some tree,"Two dogs are playing by a plant
",some,Premise,Object,Existential,FE,FE
643,211,Two dogs are playing by a tree,Two dogs are playing by some plant,some,Hypothesis,Object,Existential,FE,FE
644,211,Two dogs are playing by some tree,Two dogs are playing by some plant,some,Both,Object,Existential,FE,FE
645,211,Two dogs are playing by exactly one tree,"Two dogs are playing by a plant
",exactly one,Premise,Object,Existential,FE,FE
646,211,Two dogs are playing by a tree,Two dogs are playing by exactly one plant,exactly one,Hypothesis,Object,Existential,Neutral,Neutral
647,211,Two dogs are playing by exactly one tree,Two dogs are playing by exactly one plant,exactly one,Both,Object,Existential,FE,FE
648,211,Two dogs are playing by a an elegant tree,"Two dogs are playing by a plant
",an elegant,Premise,Object,Adjectives/Adverbs,FE,FE
649,211,Two dogs are playing by a tree,Two dogs are playing by a an elegant plant,an elegant,Hypothesis,Object,Adjectives/Adverbs,Neutral,Neutral
650,211,Two dogs are playing by a an elegant tree,Two dogs are playing by a an elegant plant,an elegant,Both,Object,Adjectives/Adverbs,FE,FE
651,212,two dogs are playing by a tree,two dogs are sleeping by a tree,NONE,NONE,NONE,No Modifiers,Negation|Alternation,Contradiction
652,212,every two dogs are playing by a tree,two dogs are sleeping by a tree,every,Premise,Subject,Universal,Negation,Contradiction
653,212,two dogs are playing by a tree,every two dogs are sleeping by a tree,every,Hypothesis,Subject,Universal,Negation,Contradiction
654,212,every two dogs are playing by a tree,every two dogs are sleeping by a tree,every,Both,Subject,Universal,Negation,Contradiction
655,212,some two dogs are playing by a tree,two dogs are sleeping by a tree,some,Premise,Subject,Existential,Negation|Alternation,Contradiction
656,212,two dogs are playing by a tree,some two dogs are sleeping by a tree,some,Hypothesis,Subject,Existential,Negation|Alternation,Contradiction
657,212,some two dogs are playing by a tree,some two dogs are sleeping by a tree,some,Both,Subject,Existential,Negation|Alternation,Contradiction
658,212,at least two dogs are playing by a tree,two dogs are sleeping by a tree,at least,Premise,Subject,Existential,Negation|Alternation,Contradiction
659,212,two dogs are playing by a tree,at least two dogs are sleeping by a tree,at least,Hypothesis,Subject,Existential,Negation|Alternation,Contradiction
660,212,at least two dogs are playing by a tree,at least two dogs are sleeping by a tree,at least,Both,Subject,Existential,Negation|Alternation,Contradiction
661,212,not every two dogs are playing by a tree,two dogs are sleeping by a tree,not every,Premise,Subject,Negation,Neutral,Neutral
662,212,two dogs are playing by a tree,not every two dogs are sleeping by a tree,not every,Hypothesis,Subject,Negation,Neutral,Neutral
663,212,not every two dogs are playing by a tree,not every two dogs are sleeping by a tree,not every,Both,Subject,Negation,Neutral,Neutral
667,212,all but  two of dogs are playing by a tree,two dogs are sleeping by a tree,all but one,Premise,Subject,Existential,Neutral,Neutral
668,212,two dogs are playing by a tree,all but  two of dogs are sleeping by a tree,all but one,Hypothesis,Subject,Existential,Neutral,Neutral
669,212,all but  two of dogs are playing by a tree,all but  two of dogs are sleeping by a tree,all but one,Both,Subject,Existential,Neutral,Neutral
670,212,everyone of two dogs are playing by a tree,two dogs are sleeping by a tree,everyone of,Premise,Subject,Universal,Negation,Contradiction
671,212,two dogs are playing by a tree,everyone of two dogs are sleeping by a tree,everyone of,Hypothesis,Subject,Universal,Negation,Contradiction
672,212,everyone of two dogs are playing by a tree,everyone of two dogs are sleeping by a tree,everyone of,Both,Subject,Universal,Negation,Contradiction
673,212,no two dogs are playing by a tree,two dogs are sleeping by a tree,no,Premise,Subject,Negation,Neutral,Neutral
674,212,two dogs are playing by a tree,no two dogs are sleeping by a tree,no,Hypothesis,Subject,Negation,Neutral,Neutral
675,212,no two dogs are playing by a tree,no two dogs are sleeping by a tree,no,Both,Subject,Negation,Neutral,Neutral
676,212,two green dogs are playing by a tree,two dogs are sleeping by a tree,green,Premise,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
677,212,two dogs are playing by a tree,two green dogs are sleeping by a tree,green,Hypothesis,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
678,212,two green dogs are playing by a tree,two green dogs are sleeping by a tree,green,Both,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
679,212,two happy dogs are playing by a tree,two dogs are sleeping by a tree,happy,Premise,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
680,212,two dogs are playing by a tree,two happy dogs are sleeping by a tree,happy,Hypothesis,Subject,Adjectives/Adverbs,Negation|Alternation,Contradiction
